word,starting_letter,category_en,category_geo
ზაბჟე,ზ,City,ქალაქი
ზაბრატი,ზ,City,ქალაქი
ზაბრისკი,ზ,Film,ფილმი
ზაბრისკი პოინტი,ზ,Film,ფილმი
ზაგვანი,ზ,City,ქალაქი
ზაგორა,ზ,City,ქალაქი
ზაგორიე-ობ-სავი,ზ,City,ქალაქი
ზაგრები,ზ,City,ქალაქი
ზაგრებო - ცენტრი,ზ,City,ქალაქი
ზაგულბა,ზ,City,ქალაქი
ზადარი,ზ,City,ქალაქი
ზაეჩარი,ზ,City,ქალაქი
ზავენტემი,ზ,City,ქალაქი
ზავერციე,ზ,City,ქალაქი
ზავიატ-ალ-ჯადიდი,ზ,City,ქალაქი
ზავიდოვიჩი,ზ,City,ქალაქი
ზაზა,ზ,Name,სახელი
ზაზუნა,ზ,Animal,ცხოველი
ზაზუნას,ზ,Film,ფილმი
ზაზუნას დღე,ზ,Film,ფილმი
ზაიამი,ზ,City,ქალაქი
ზაიო,ზ,City,ქალაქი
ზაირა,ზ,Name,სახელი
ზაირი,ზ,River,მდინარე
ზაისანი,ზ,City,ქალაქი
ზაკ სნაიდერის სამართლიანობის,ზ,Film,ფილმი
ზაკ სნაიდერის სამართლიანობის ლიგა,ზ,Film,ფილმი
ზაკაპა,ზ,City,ქალაქი
ზაკატეკოლუკა,ზ,City,ქალაქი
ზაკინთოსი,ზ,City,ქალაქი
ზაკოპანე,ზ,City,ქალაქი
ზალაეგერსეგი,ზ,City,ქალაქი
ზალეუ,ზ,City,ქალაქი
ზალინგეი,ზ,City,ქალაქი
ზალტანი,ზ,City,ქალაქი
ზალფელდენი ამ შტაინერნი მირი,ზ,City,ქალაქი
ზალცახი,ზ,River,მდინარე
ზალცბურგი,ზ,City,ქალაქი
ზამბახი,ზ,Plant,მცენარე
ზამბეზი,ზ,City,ქალაქი
ზამბია,ზ,Country,ქვეყანა
ზამბიის რესპუბლიკა,ზ,Country,ქვეყანა
ზამბოანგა,ზ,City,ქალაქი
ზამბრანო,ზ,City,ქალაქი
ზამთრის,ზ,Food,საკვები
ზამთრის ბანანი,ზ,Food,საკვები
ზამთრის ძილი,ზ,Film,ფილმი
ზამიბია,ზ,Country,ქვეყანა
ზამიოკულკასი,ზ,Plant,მცენარე
ზამოსცი,ზ,City,ქალაქი
ზანა,ზ,River,მდინარე
ზანგეზური,ზ,Film,ფილმი
ზანდამი,ზ,City,ქალაქი
ზანზიბარი,ზ,Country,ქვეყანა
ზანი,ზ,River,მდინარე
ზანკტ ანდრა,ზ,City,ქალაქი
ზანკტ ვალენტინი,ზ,City,ქალაქი
ზანკტ ვეიტი ან დერ გლანი,ზ,City,ქალაქი
ზანკტ იოჰანი იმ პონგაუში,ზ,City,ქალაქი
ზანკტ პოლტენი,ზ,City,ქალაქი
ზაპეკანკა,ზ,Food,საკვები
ზაპორიჟჟია,ზ,City,ქალაქი
ზაპოროჟიე,ზ,City,ქალაქი
ზაპრეშიცი,ზ,City,ქალაქი
ზარანგოლო,ზ,Food,საკვები
ზარასაი,ზ,City,ქალაქი
ზარაფშანი,ზ,River,მდინარე
ზარდაბი,ზ,City,ქალაქი
ზარეჰ შარანი,ზ,City,ქალაქი
ზარზისი,ზ,City,ქალაქი
ზარზმა,ზ,City,ქალაქი
ზარია,ზ,City,ქალაქი
ზარმაცა,ზ,Animal,ცხოველი
ზარსერო,ზ,City,ქალაქი
ზარუმა,ზ,City,ქალაქი
ზარღუნ შაჰრი,ზ,City,ქალაქი
ზასლავვე,ზ,City,ქალაქი
ზაურ,ზ,Name,სახელი
ზაური,ზ,Name,სახელი
ზაფნა,ზ,Plant,მცენარე
ზაფრანა,ზ,Plant,მცენარე
ზაფრანი,ზ,Plant,მცენარე
ზაფხული,ზ,Film,ფილმი
ზაფხული როდესაც გავლამაზდი,ზ,Film,ფილმი
ზაფხულის,ზ,Film,ფილმი
ზაფხულის ზღაპარი,ზ,Film,ფილმი
ზაქათალა,ზ,City,ქალაქი
ზაქარია,ზ,Name,სახელი
ზაქრო,ზ,Name,სახელი
ზახო,ზ,City,ქალაქი
ზაჰარი,ზ,City,ქალაქი
ზაჰედანი,ზ,City,ქალაქი
ზაჰესი,ზ,City,ქალაქი
ზაჰლა,ზ,City,ქალაქი
ზაჰლე,ზ,City,ქალაქი
ზგეჟი,ზ,City,ქალაქი
ზეა,ზ,River,მდინარე
ზეარის,ზ,Food,საკვები
ზეარის ჭაჭა,ზ,Food,საკვები
ზებრა,ზ,Animal,ცხოველი
ზებუნებრივი,ზ,Film,ფილმი
ზეგ,ზ,Film,ფილმი
ზედელეგემი,ზ,City,ქალაქი
ზეებახი,ზ,City,ქალაქი
ზეენი (კრაის 3),ზ,City,ქალაქი
ზევახ,ზ,Name,სახელი
ზეზვა,ზ,Name,სახელი
ზეთისხილი,ზ,Plant,მცენარე
ზეინაბ,ზ,Name,სახელი
ზეისტი,ზ,City,ქალაქი
ზეკირხენი მარკტი,ზ,City,ქალაქი
ზელანდია,ზ,Country,ქვეყანა
ზელეზნო პოლიე,ზ,City,ქალაქი
ზელონა-გურა,ზ,City,ქალაქი
ზემო ანგარა,ზ,River,მდინარე
ზენდე ჯანი,ზ,City,ქალაქი
ზენიცა,ზ,City,ქალაქი
ზენონ,ზ,Name,სახელი
ზენჯანი,ზ,City,ქალაქი
ზეპჩე,ზ,City,ქალაქი
ზერფაუსი,ზ,City,ქალაქი
ზესტაფინი,ზ,City,ქალაქი
ზესტაფონი,ზ,City,ქალაქი
ზესხო,ზ,River,მდინარე
ზეცის,ზ,Film,ფილმი
ზეცის შვილები,ზ,Film,ფილმი
ზეციური,ზ,Film,ფილმი
ზეციური სამეფო,ზ,Film,ფილმი
ზვავთა,ზ,Film,ფილმი
ზვავთა მხარეში,ზ,Film,ფილმი
ზვართნოცი,ზ,City,ქალაქი
ზვარტე-ვატერი,ზ,River,მდინარე
ზვარულა,ზ,River,მდინარე
ზვედრუ,ზ,City,ქალაქი
ზვევეგემი,ზ,City,ქალაქი
ზვეინდრეხტი,ზ,City,ქალაქი
ზვიად,ზ,Name,სახელი
ზვიადი,ზ,Name,სახელი
ზვიგენთა,ზ,Film,ფილმი
ზვიგენთა რისხვა,ზ,Film,ფილმი
ზვიგენი,ზ,Animal,ცხოველი
ზვიო,ზ,Name,სახელი
ზვიშავანე,ზ,City,ქალაქი
ზვიშავანეს რაიონი,ზ,City,ქალაქი
ზვოლე,ზ,City,ქალაქი
ზვორნიკი,ზ,City,ქალაქი
ზიბანი,ზ,City,ქალაქი
ზიგენი,ზ,City,ქალაქი
ზიგინშორი,ზ,City,ქალაქი
ზივანდანი,ზ,City,ქალაქი
ზივანია,ზ,Food,საკვები
ზივინიცე,ზ,City,ქალაქი
ზიზი,ზ,Name,სახელი
ზიკი,ზ,Film,ფილმი
ზიკი და ლუთერი,ზ,Film,ფილმი
ზილა,ზ,City,ქალაქი
ზილუპე,ზ,City,ქალაქი
ზილფელდი,ზ,City,ქალაქი
ზიმბაბვე,ზ,Country,ქვეყანა
ზიმბაბვეს რესპუბლიკა,ზ,Country,ქვეყანა
ზიმბავე,ზ,Country,ქვეყანა
ზინა,ზ,Name,სახელი
ზინაიდა,ზ,Name,სახელი
ზინდერი,ზ,City,ქალაქი
ზინტანი,ზ,City,ქალაქი
ზირა,ზ,City,ქალაქი
ზირიანოვსკი,ზ,City,ქალაქი
ზიროუდანი,ზ,City,ქალაქი
ზიუე,ზ,City,ქალაქი
ზიფთი,ზ,City,ქალაქი
ზიქურათი,ზ,City,ქალაქი
ზლიტენი,ზ,City,ქალაქი
ზოგი,ზ,Film,ფილმი
ზოგი ჭირი მარგებელია,ზ,Film,ფილმი
ზოვუნი,ზ,City,ქალაქი
ზოზულია,ზ,Food,საკვები
ზოია,ზ,Name,სახელი
ზოია რუხაძე,ზ,Film,ფილმი
ზოლინგენი,ზ,City,ქალაქი
ზოლოთურნი,ზ,City,ქალაქი
ზომბა,ზ,City,ქალაქი
ზომბილენდი,ზ,Film,ფილმი
ზომბილენიუმი,ზ,Film,ფილმი
ზონგულდაქი,ზ,City,ქალაქი
ზოოსტარი,ზ,Film,ფილმი
ზოოტოპია,ზ,Film,ფილმი
ზოოტოპია 2,ზ,Film,ფილმი
ზორო,ზ,Film,ფილმი
ზოროს,ზ,Film,ფილმი
ზოროს ნიღაბი,ზ,Film,ფილმი
ზოსიმე,ზ,Name,სახელი
ზოტეგემი,ზ,City,ქალაქი
ზრეჩე,ზ,City,ქალაქი
ზუა,ზ,City,ქალაქი
ზუგდიდი,ზ,City,ქალაქი
ზუვარა,ზ,City,ქალაქი
ზუილა,ზ,City,ქალაქი
ზუკა,ზ,Name,სახელი
ზუპანია,ზ,City,ქალაქი
ზურა,ზ,Name,სახელი
ზურაბ,ზ,Name,სახელი
ზურაბი,ზ,Name,სახელი
ზური,ზ,Name,სახელი
ზურია,ზ,Name,სახელი
ზურიკო,ზ,Name,სახელი
ზუსტად,ზ,Film,ფილმი
ზუსტად შუადღეს,ზ,Film,ფილმი
ზუტერმერი,ზ,City,ქალაქი
ზუტფენი,ზ,City,ქალაქი
ზღარბი,ზ,Animal,ცხოველი
ზღარბი სონიკი,ზ,Film,ფილმი
ზღვა,ზ,Film,ფილმი
ზღვარზე,ზ,Film,ფილმი
ზღვარი,ზ,Film,ფილმი
ზღვის,ზ,Film,ფილმი
ზღვის ბილიკი,ზ,Film,ფილმი
ზღვის მაშვრალნი,ზ,Film,ფილმი
ზღვის შვილები,ზ,Film,ფილმი
ზღმარტლი,ზ,Plant,მცენარე
თა-იანგი,თ,City,ქალაქი
თა-მაკა,თ,City,ქალაქი
თაბა-ნჩუ,თ,City,ქალაქი
თაგვთან,თ,Film,ფილმი
თაგვი,თ,Animal,ცხოველი
თადეოზ,თ,Name,სახელი
თადმორი,თ,City,ქალაქი
თავბრუსხვევა,თ,Film,ფილმი
თავგადასავლების,თ,Film,ფილმი
თავგადასავლების მაძიებლები,თ,Film,ფილმი
თავდაყირა,თ,Film,ფილმი
თავდაყირა 2,თ,Film,ფილმი
თავზეხელაღებული,თ,Film,ფილმი
თავისუფლების,თ,Film,ფილმი
თავისუფლების ფანტომი,თ,Film,ფილმი
თავისუფლების ძახილი,თ,Film,ფილმი
თავრიზი,თ,City,ქალაქი
თაზო,თ,Name,სახელი
თათა,თ,Name,სახელი
თათაშ,თ,Name,სახელი
თათია,თ,Name,სახელი
თათო,თ,Name,სახელი
თათული,თ,Name,სახელი
თაია,თ,Name,სახელი
თაიეტმიო,თ,City,ქალაქი
თაიზი,თ,City,ქალაქი
თაინშა,თ,City,ქალაქი
თაკეკი,თ,City,ქალაქი
თაკო,თ,Name,სახელი
თალ-კაიფი,თ,City,ქალაქი
თალა,თ,City,ქალაქი
თალგამი,თ,Plant,მცენარე
თალდიყორღანი,თ,City,ქალაქი
თალდუ,თ,City,ქალაქი
თალვილი,თ,City,ქალაქი
თალიკანი,თ,City,ქალაქი
თალიკო,თ,Name,სახელი
თალინი,თ,City,ქალაქი
თალღარი,თ,City,ქალაქი
თამაზ,თ,Name,სახელი
თამაზი,თ,Name,სახელი
თამარ,თ,Name,სახელი
თამარი,თ,Name,სახელი
თამარისი,თ,City,ქალაქი
თამაში,თ,Film,ფილმი
თამბაქო,თ,Plant,მცენარე
თამვორტი,თ,City,ქალაქი
თამთა,თ,Name,სახელი
თამილა,თ,Name,სახელი
თამო,თ,Name,სახელი
თამრა,თ,City,ქალაქი
თამუნა,თ,Name,სახელი
თანამშრომლები,თ,Film,ფილმი
თანამშრომლები ტოვებენ ლიონის,თ,Film,ფილმი
თანამშრომლები ტოვებენ ლიონის ლუმიერის ფაბრიკას,თ,Film,ფილმი
თანატპინი,თ,City,ქალაქი
თანდერ ბეი,თ,City,ქალაქი
თანდილა,თ,Name,სახელი
თანე,თ,City,ქალაქი
თარაზი,თ,City,ქალაქი
თარგმანში,თ,Film,ფილმი
თარგმანში დაკარგულები,თ,Film,ფილმი
თარიარვადი,თ,City,ქალაქი
თარიელ,თ,Name,სახელი
თარსუსი,თ,City,ქალაქი
თარხან,თ,Name,სახელი
თარჰუნა,თ,City,ქალაქი
თასბოგეთი,თ,City,ქალაქი
თასილი,თ,City,ქალაქი
თატა,თ,City,ქალაქი
თატონი,თ,City,ქალაქი
თაფლის,თ,Food,საკვები
თაფლის სასმელი პოლონეთში,თ,Food,საკვები
თაფლო,თ,Name,სახელი
თაფლუჭი,თ,Food,საკვები
თაქურგაონი,თ,City,ქალაქი
თაღიევი,თ,Film,ფილმი
თაღიევი ნავთობი,თ,Film,ფილმი
თაღიევი ცარი,თ,Film,ფილმი
თაღიევი: ნავთობი,თ,Film,ფილმი
თაღიევი: ცარი,თ,Film,ფილმი
თაყა,თ,Name,სახელი
თაში იანგტსე,თ,City,ქალაქი
თაშიგანგი,თ,City,ქალაქი
თაშირი,თ,City,ქალაქი
თაშქორღანი,თ,City,ქალაქი
თახვი,თ,Animal,ცხოველი
თბილისი,თ,City,ქალაქი
თბილისი-თბილისი,თ,Film,ფილმი
თეა,თ,Name,სახელი
თებე,თ,Name,სახელი
თებეა,თ,Name,სახელი
თებრონე,თ,Name,სახელი
თედო,თ,Name,სახელი
თედორე,თ,Name,სახელი
თევზი,თ,Animal,ცხოველი
თევზი სახელად ვანდა,თ,Film,ფილმი
თეზამი,თ,River,მდინარე
თეთრი,თ,Film,ფილმი
თეთრი ბაირაღები,თ,Film,ფილმი
თეთრი ბაფთა,თ,Film,ფილმი
თეთრი ბიმი შავი,თ,Film,ფილმი
თეთრი ბიმი შავი ყურით,თ,Film,ფილმი
თეთრი გრაფინია,თ,Film,ფილმი
თეთრი დედოფალი,თ,Film,ფილმი
თეთრი ვოლტა,თ,River,მდინარე
თეთრი ნილოსი,თ,River,მდინარე
თეთრი პრინცესა,თ,Film,ფილმი
თეთრი ქარავანი,თ,Film,ფილმი
თეთრი წყევლა,თ,Film,ფილმი
თეთრიწყარო,თ,City,ქალაქი
თეთრუა,თ,Name,სახელი
თეთუანი,თ,City,ქალაქი
თეიმურაზ,თ,Name,სახელი
თეიმურაზი,თ,Name,სახელი
თეირანი,თ,City,ქალაქი
თეირანი-43,თ,Film,ფილმი
თეკელი,თ,City,ქალაქი
თეკლა,თ,Name,სახელი
თეკლე,თ,Name,სახელი
თელ აბიადი,თ,City,ქალაქი
თელ ავივი,თ,City,ქალაქი
თელ კალახი,თ,City,ქალაქი
თელ-აბიადი,თ,City,ქალაქი
თელ-ავივ-იაფო,თ,City,ქალაქი
თელ-ავივი,თ,City,ქალაქი
თელ-კალახი,თ,City,ქალაქი
თელ-მონდი,თ,City,ქალაქი
თელა,თ,Plant,მცენარე
თელაბიადი,თ,City,ქალაქი
თელავი,თ,City,ქალაქი
თელავივი,თ,City,ქალაქი
თელავისხევი,თ,River,მდინარე
თელიავივი,თ,City,ქალაქი
თელკალახი,თ,City,ქალაქი
თელმა,თ,Film,ფილმი
თელმა და ლუიზა,თ,Film,ფილმი
თემა,თ,City,ქალაქი
თემირთაუ,თ,City,ქალაქი
თემირლანოვკა,თ,City,ქალაქი
თემო,თ,Name,სახელი
თემო რე,თ,Film,ფილმი
თემსე,თ,City,ქალაქი
თემსი,თ,City,ქალაქი
თემურ,თ,Name,სახელი
თემური,თ,Name,სახელი
თენგიზ,თ,Name,სახელი
თენგო,თ,Name,სახელი
თენდება,თ,Film,ფილმი
თეო,თ,Name,სახელი
თეოლინე,თ,Name,სახელი
თეონა,თ,Name,სახელი
თერგი,თ,River,მდინარე
თერლესი,თ,City,ქალაქი
თერმე,თ,River,მდინარე
თერმი,თ,City,ქალაქი
თერჯოლა,თ,City,ქალაქი
თესალონიკი,თ,City,ქალაქი
თეტუანი,თ,City,ქალაქი
თექირდაღი,თ,City,ქალაქი
თეძამი,თ,River,მდინარე
თეჯენი,თ,River,მდინარე
თეჯლუმაჯი,თ,City,ქალაქი
თვალთხევი,თ,River,მდინარე
თვალჩინა,თ,Name,სახელი
თვე,თ,Film,ფილმი
თვეროუ,თ,River,მდინარე
თვითმკვლელთა,თ,Film,ფილმი
თვითმკვლელთა რაზმი,თ,Film,ფილმი
თი ჯეი ჰუკერი,თ,Film,ფილმი
თია,თ,Name,სახელი
თიამისი,თ,River,მდინარე
თიანეთი,თ,City,ქალაქი
თიბნა,თ,City,ქალაქი
თიენძინი,თ,City,ქალაქი
თიეს-ნონესი,თ,City,ქალაქი
თივა,თ,Food,საკვები
თივაი,თ,City,ქალაქი
თივთიკი,თ,Plant,მცენარე
თივის ყვავილი,თ,Plant,მცენარე
თითე,თ,Name,სახელი
თითქმის,თ,Film,ფილმი
თითქმის მეგობრები,თ,Film,ფილმი
თიკა,თ,City,ქალაქი
თიკანი,თ,Animal,ცხოველი
თიკო,თ,Name,სახელი
თიმორი,თ,Country,ქვეყანა
თიმფუ,თ,City,ქალაქი
თინა,თ,Name,სახელი
თინადჰუ,თ,City,ქალაქი
თინათინ,თ,Name,სახელი
თინათინი,თ,Name,სახელი
თინეიჯერი,თ,Film,ფილმი
თინეიჯერი მგელი,თ,Film,ფილმი
თინეღირი,თ,City,ქალაქი
თიოლო,თ,City,ქალაქი
თიოტე,თ,City,ქალაქი
თიოურსაუ,თ,River,მდინარე
თირ პოლი,თ,City,ქალაქი
თირკმლის ჩაი,თ,Plant,მცენარე
თირუვანანთაპურამი,თ,City,ქალაქი
თისტედი,თ,City,ქალაქი
თიუნელი,თ,City,ქალაქი
თიქრითი,თ,City,ქალაქი
თმა,თ,Film,ფილმი
თოზხურმათო,თ,City,ქალაქი
თოკი,თ,Film,ფილმი
თოლია,თ,Animal,ცხოველი
თომა,თ,Name,სახელი
თონგვა,თ,City,ქალაქი
თონექსი,თ,City,ქალაქი
თორთლა,თ,River,მდინარე
თორთომისწყალი,თ,River,მდინარე
თორი,თ,Film,ფილმი
თორი ბნელი სამყარო,თ,Film,ფილმი
თორი რაგნაროკი,თ,Film,ფილმი
თორი: ბნელი სამყარო,თ,Film,ფილმი
თორი: რაგნაროკი,თ,Film,ფილმი
თორმეტი,თ,Film,ფილმი
თორმეტი თანამგზავრი,თ,Film,ფილმი
თორნიკე,თ,Name,სახელი
თორღვა,თ,Name,სახელი
თოუზი,თ,City,ქალაქი
თოუმიში,თ,River,მდინარე
თოფქაფი,თ,Film,ფილმი
თოქათი,თ,City,ქალაქი
თოქზარი,თ,City,ქალაქი
თოქმაქი,თ,City,ქალაქი
თოჯინები,თ,Film,ფილმი
თოჯინები იცინიან,თ,Film,ფილმი
თოჰოიანდუ,თ,City,ქალაქი
თრია,თ,Animal,ცხოველი
თრიალეთი,თ,City,ქალაქი
თრითინა,თ,Animal,ცხოველი
თუ,თ,Film,ფილმი
თუ მხოლოდ ყველა,თ,Film,ფილმი
თუთა,თ,Plant,მცენარე
თუთიყუში,თ,Animal,ცხოველი
თუთუნი,თ,Plant,მცენარე
თულუ ბოლო,თ,City,ქალაქი
თუმანიანი,თ,City,ქალაქი
თუნი,თ,City,ქალაქი
თუნჯელი,თ,City,ქალაქი
თურარ რისყულოვი,თ,City,ქალაქი
თურაშაული,თ,Food,საკვები
თურდო,თ,River,მდინარე
თურინჯი,თ,Food,საკვები
თურკუ,თ,City,ქალაქი
თურმან,თ,Name,სახელი
თურქანი,თ,City,ქალაქი
თურქეთი,თ,Country,ქვეყანა
თურქეთის რესპუბლიკა,თ,Country,ქვეყანა
თურქესტანი,თ,City,ქალაქი
თურქვიზიის,თ,Film,ფილმი
თურქვიზიის სიმღერის კონკურსი,თ,Film,ფილმი
თურქმენაბადი,თ,City,ქალაქი
თურქმენბაში,თ,City,ქალაქი
თურქმენეთი,თ,Country,ქვეყანა
თურქმენისტანი,თ,Country,ქვეყანა
თურქული,თ,Food,საკვები
თურქული ღვინო,თ,Food,საკვები
თურქული ყავა,თ,Food,საკვები
თურქული ჩაი,თ,Food,საკვები
თურღაი,თ,River,მდინარე
თუშეთის ალაზანი,თ,River,მდინარე
თქვენთვის,თ,Film,ფილმი
თქვენთვის წერილია,თ,Film,ფილმი
თხა,თ,Animal,ცხოველი
თხეიში,თ,River,მდინარე
თხილი,თ,Plant,მცენარე
თხუნელა,თ,Animal,ცხოველი
ი-ნ-სალაჰი,ი,City,ქალაქი
ია,ი,Name,სახელი
იააკი,ი,Animal,ცხოველი
იაბასი,ი,City,ქალაქი
იაბელო,ი,City,ქალაქი
იაბრუდი,ი,City,ქალაქი
იაბჩანკა,ი,Food,საკვები
იაგო,ი,Name,სახელი
იაგოდიე,ი,City,ქალაქი
იაგორ,ი,Name,სახელი
იაგუა,ი,City,ქალაქი
იაგუარი,ი,Animal,ცხოველი
იაგუარონი,ი,City,ქალაქი
იაგუაჩი,ი,City,ქალაქი
იაგუახაი,ი,City,ქალაქი
იაგუაჰეი,ი,City,ქალაქი
იაგუი,ი,River,მდინარე
იადონ,ი,Name,სახელი
იადონი,ი,Animal,ცხოველი
იავატა,ი,City,ქალაქი
იავნე,ი,City,ქალაქი
იავოჟნო,ი,City,ქალაქი
იაკი,ი,Animal,ცხოველი
იაკობ,ი,Name,სახელი
იაკობი,ი,Name,სახელი
იაკობსბერგი,ი,City,ქალაქი
იაკუიბა,ი,City,ქალაქი
იალა,ი,City,ქალაქი
იალასი,ი,City,ქალაქი
იალიბუ,ი,City,ქალაქი
იალოვა,ი,City,ქალაქი
იალოვენი,ი,City,ქალაქი
იალომიცა,ი,River,მდინარე
იალტა,ი,City,ქალაქი
იალუნგძიანგი,ი,River,მდინარე
იალუძიანგი,ი,River,მდინარე
იალღუნი,ი,Plant,მცენარე
იამაგატა,ი,City,ქალაქი
იამაზაკი,ი,Food,საკვები
იამაიკა,ი,Country,ქვეყანა
იამან,ი,Name,სახელი
იამბიო,ი,City,ქალაქი
იამბოლი,ი,City,ქალაქი
იამეთინი,ი,City,ქალაქი
იამზე,ი,Name,სახელი
იამუსუკრო,ი,City,ქალაქი
იანა,ი,Name,სახელი
იანაკანჩა,ი,City,ქალაქი
იანაკკალა,ი,City,ქალაქი
იანგზტაუნი,ი,City,ქალაქი
იანგი,ი,City,ქალაქი
იანგონი,ი,City,ქალაქი
იანინა,ი,City,ქალაქი
იანიცა,ი,City,ქალაქი
იანტაი,ი,City,ქალაქი
იანტრა,ი,River,მდინარე
იანყული,ი,City,ქალაქი
იანჩენგი,ი,City,ქალაქი
იანცაზა,ი,City,ქალაქი
იანძი,ი,River,მდინარე
იანჯუ,ი,City,ქალაქი
იაო,ი,City,ქალაქი
იაპაკანი,ი,River,მდინარე
იაპონია,ი,Country,ქვეყანა
იაპონიის სახელმწიფო,ი,Country,ქვეყანა
იარა,ი,City,ქალაქი
იარდიმლი,ი,City,ქალაქი
იარე,ი,Film,ფილმი
იარე ზღვარზე,ი,Film,ფილმი
იარეგა ალემი,ი,City,ქალაქი
იარენი,ი,City,ქალაქი
იარვა-ჯანი,ი,City,ქალაქი
იარვაკანდი,ი,City,ქალაქი
იარვენპა,ი,City,ქალაქი
იარიმი,ი,City,ქალაქი
იარინგი,ი,City,ქალაქი
იაროსლავ,ი,Name,სახელი
იარქენდი,ი,River,მდინარე
იარყა,ი,City,ქალაქი
იასამანი,ი,Plant,მცენარე
იასბერენი,ი,City,ქალაქი
იასი,ი,City,ქალაქი
იასონ,ი,Name,სახელი
იასტრებარსკო,ი,City,ქალაქი
იასტშემბე-ზდრუი,ი,City,ქალაქი
იატაკქვეშა,ი,Film,ფილმი
იატაკქვეშა იმპერია,ი,Film,ფილმი
იატერასი,ი,City,ქალაქი
იაუნდე,ი,City,ქალაქი
იაუნიელგავა,ი,City,ქალაქი
იაფა,ი,City,ქალაქი
იაფის,ი,Food,საკვები
იაფის ფორთოხალი,ი,Food,საკვები
იაფრანი,ი,City,ქალაქი
იაცუსირო,ი,City,ქალაქი
იაჯცე,ი,City,ქალაქი
იაჰატა,ი,City,ქალაქი
იბადანი,ი,City,ქალაქი
იბარა,ი,City,ქალაქი
იბარაკი,ი,City,ქალაქი
იბი,ი,City,ქალაქი
იბიკუი,ი,City,ქალაქი
იბრა,ი,City,ქალაქი
იბრი,ი,City,ქალაქი
იგანგა,ი,City,ქალაქი
იგატიმი,ი,City,ქალაქი
იგბო-ორა,ი,City,ქალაქი
იგბოჰო,ი,City,ქალაქი
იგედე-ეკიტი,ი,City,ქალაქი
იგი,ი,City,ქალაქი
იგნალინა,ი,City,ქალაქი
იგოეთი,ი,City,ქალაქი
იგორ,ი,Name,სახელი
იგუალა-დე-ლა-ინდეპენდენსია,ი,City,ქალაქი
იგუანა,ი,Animal,ცხოველი
იგუასუ,ი,River,მდინარე
იდა,ი,Film,ფილმი
იდანრე,ი,City,ქალაქი
იდარდო,ი,Film,ფილმი
იდენაო,ი,City,ქალაქი
იდი,ი,City,ქალაქი
იდიოტები,ი,Film,ფილმი
იდიოტი,ი,Film,ფილმი
იდლიბი,ი,City,ქალაქი
იდმინე,ი,City,ქალაქი
იდრია,ი,City,ქალაქი
იედიყულე,ი,City,ქალაქი
იეედი,ი,City,ქალაქი
იეზაველი,ი,Film,ფილმი
იეზდი,ი,City,ქალაქი
იეზნასი,ი,City,ქალაქი
იეი,ი,City,ქალაქი
იეკაბპილსი,ი,City,ქალაქი
იეკულსაუ-აუ-დალი,ი,River,მდინარე
იეკულსაუ-აუ-ფიედლუმი,ი,River,მდინარე
იელგავა,ი,City,ქალაქი
იელენია-გურა,ი,City,ქალაქი
იელოუნაიფი,ი,City,ქალაქი
იემენი,ი,Country,ქვეყანა
იემენის რესპუბლიკა,ი,Country,ქვეყანა
იენა,ი,City,ქალაქი
იენაკიევო,ი,City,ქალაქი
იენანჩაუნგი,ი,City,ქალაქი
იენგი ყალეჰი,ი,City,ქალაქი
იენდი,ი,City,ქალაქი
იენიშეჰირი,ი,City,ქალაქი
იენჩეპინგი,ი,City,ქალაქი
იეპერი,ი,City,ქალაქი
იერემია,ი,Name,სახელი
იერი,ი,City,ქალაქი
იერინგი,ი,City,ქალაქი
იერიქონი,ი,City,ქალაქი
იეროჰამი,ი,City,ქალაქი
იერუსალიმი,ი,City,ქალაქი
იესე,ი,Name,სახელი
იესენიცე,ი,City,ქალაქი
იესო,ი,Name,სახელი
იეშილ-ირმაქი,ი,River,მდინარე
იეცავა,ი,City,ქალაქი
ივაკი,ი,City,ქალაქი
ივაკუნი,ი,City,ქალაქი
ივანა,ი,Name,სახელი
ივანავა,ი,City,ქალაქი
ივანე,ი,Name,სახელი
ივანე ვასილის,ი,Film,ფილმი
ივანე ვასილის ძე იცვლის პროფესიას,ი,Film,ფილმი
ივანეს,ი,Film,ფილმი
ივანეს ბავშვობა,ი,Film,ფილმი
ივანეცი,ი,City,ქალაქი
ივანკოვო,ი,City,ქალაქი
ივენეცი,ი,City,ქალაქი
ივერდონ-ლე-ბენი,ი,City,ქალაქი
ივერი,ი,Name,სახელი
ივერია,ი,Food,საკვები
ივეტა,ი,Name,სახელი
ივინდო,ი,River,მდინარე
ივლიტა,ი,Name,სახელი
ივლიტე,ი,Name,სახელი
ივო,ი,City,ქალაქი
ივონ-იუპი,ი,City,ქალაქი
ივრეა,ი,City,ქალაქი
ივრი-სიურ-სენი,ი,City,ქალაქი
ივუანი,ი,City,ქალაქი
იზაბელა,ი,Name,სახელი
იზალკო,ი,City,ქალაქი
იზარი,ი,River,მდინარე
იზეგემი,ი,City,ქალაქი
იზერი,ი,River,მდინარე
იზინგტონი,ი,City,ქალაქი
იზიუმი,ი,City,ქალაქი
იზკი,ი,City,ქალაქი
იზლინგტონი,ი,City,ქალაქი
იზმაილი,ი,City,ქალაქი
იზმითი,ი,City,ქალაქი
იზმირი,ი,City,ქალაქი
იზნიქი,ი,City,ქალაქი
იზო,ი,Name,სახელი
იზოლა,ი,City,ქალაქი
იზოლდა,ი,Name,სახელი
